yellow,1,1
Heights,0,1
Larsen,1,0
Olympics,0,1
ocean.,1,0
hanging,1,0
LAST,1,0
Western,1,0
better.,12,2
Refreshing,0,1
bringing,1,1
writing.,1,0
prize,1,0
stars.,2,2
Paul,44,11
tired,1,0
pulse,1,0
second,23,6
Terrifying,1,0
thunder,1,0
sales.,1,0
butch,1,0
hero,10,6
Happening,1,0
here,32,29
Stephanie,1,0
shock.,5,0
Dominique,5,0
sitting.,0,1
Downfall,1,0
k,1,0
controversy,1,0
NOT,6,2
military,17,12
NOW,6,2
Stand,1,0
criticism,0,1
golden,0,2
projection,1,0
Three,2,0
brought,1,0
Basin,0,1
fame.,0,1
spoke,0,2
impartiality,1,0
cannibal,1,0
symphony,1,0
music,7,1
therefore,1,0
passport,0,1
strike,1,0
Diabetes,4,0
holy,7,3
relax,3,1
successful,5,2
hurt,1,0
glass,1,1
hole,0,3
hold,8,0
believable.,0,1
morally,1,0
pursue,1,1
Ending,3,0
example,2,1
beautifully,1,0
reviewing,6,2
want,56,25
that..,1,0
absolute,8,4
around.,2,2
LA,2,1
Attention,2,1
feature,10,0
Maritime,1,0
LI,1,0
hot,6,2
win.,0,1
hop,1,0
tension.,2,0
A,34,0
Charlie.,2,0
perfection.,2,1
wrong,12,8
fictional,3,0
baggage,1,0
Fabulous,1,0
Another,6,0
wine,1,2
restriction,1,0
feedback,0,1
His,15,2
Hit,1,0
screaming,0,1
fix,0,1
Vaguely,1,0
Candid,37,0
admirable,1,0
Him,0,1
glorify,1,0
Again..,1,0
HIGH,0,1
blink,0,1
silver,0,1
DECISION,0,2
debut,7,0
mini-date,2,0
Shame,1,0
Plot,1,0
message,1,0
Foreseeing,1,0
mason,0,1
re,2,1
Super,2,2
sellout,1,0
Work,1,1
enormous,0,1
ate,4,1
Horn,13,8
Chat,133,0
Please,10,3
wash,0,1
basketball,0,2
service,1,0
needed,0,1
master,5,0
Somalians..,1,0
easy.,1,0
sure.,1,0
listen,3,0
predictably,1,0
predictable,0,2
was.,4,5
Daddy,2,0
Beautiful,3,0
peril,0,2
coward,0,1
project,2,2
endure,0,1
feeling,12,0
recheck,1,0
old.,1,0
willingness,1,0
Chicago,0,3
untrained,1,0
well.,3,0
Angels,7,0
concede.,1,0
Ass,2,0
Then,5,7
Them,1,0
guys.,1,1
Britney,0,2
Bang,0,1
Historic,1,0
defiantly,2,0
They,8,7
What.,1,0
Buddies.,0,1
Wish,3,1
cinematic,5,0
mouth,2,1
long.,2,0
letter,1,0
AMAZING.,6,0
thriller,28,10
morality,1,0
episode,2,2
FACE,0,1
scream,0,3
FACT,1,0
saying,8,6
bomb,0,3
Union,1,0
soluble,1,0
ulcer,1,0
Paradise,1,0
recliner,0,1
busy,4,1
theme,2,1
MOVIE..,1,0
Tearing,1,0
Tricky,1,0
X,416,0
Prize,13,0
incredible.,32,3
Fascinating,1,0
nicely,0,1
patch,0,1
men-,0,1
release,7,1
them.,2,1
respond,1,0
blew,9,0
fair,1,2
unexpectedly,1,0
goodnight,1,0
FABULOUS,0,1
fail,1,2
John,1,1
best,15,3
STRESS,0,1
hunker,1,0
score,8,0
pirate,70,16
men,1,0
involved.,1,0
nature,1,0
smelled,1,0
seriously.,1,0
extent,1,0
roller,3,0
pity,1,2
country,8,6
Blessed,0,2
Stratford,1,0
lot.,2,0
logic,0,1
stealth.,0,1
Closer,0,1
excited.,1,0
doubt.,0,1
money.,1,0
2nd,3,0
Telegraph,3,0
retelling,1,0
Sorry,6,1
ass..,0,2
Sitting,4,2
curiosity,2,0
.,793,287
much,49,31
privilege,1,0
life,70,8
worker,1,0
wish,10,7
lift,0,1
chill,0,1
ASAP.,4,0
gritty,2,0
Both,1,0
Patrolling,0,1
said.,1,0
anxiety..,1,0
coastguard,0,2
Die,0,1
fairly,2,0
Maybe,5,11
Commons,1,0
Stunning,3,0
Living,2,0
tune,1,0
Thank,22,9
THAT,2,0
Dismayed,0,1
Happy,4,0
alum,2,0
ham,0,2
Oscar,201,39
topical,1,0
Surely,0,1
easy,4,0
prison,2,3
casually,2,0
quirk,0,1
survival,7,4
possible,6,2
Alamo,2,0
Notebook.,1,0
sleep-,1,0
massively,1,0
seaside,0,1
remind,1,2
POUNDING,1,1
right,60,11
old,9,3
people,1,0
Literally,6,5
crown,1,0
left.,1,0
comeuppance,0,1
Palms,1,0
contributing,0,1
Fest,2,0
thrillers.,1,0
Remy,1,0
shaker,0,1
Instant,2,0
forever.,1,0
dental,0,3
starring,9,7
losing,2,0
memorable,2,0
Think,6,1
First,15,4
o,1,2
despair,1,0
slightly,3,0
Use,1,0
sob,1,0
talent.,1,0
thankful,5,0
Aaron,1,0
tomorrow..,0,1
wrap,2,0
Hank,7,2
support,4,0
constantly,1,0
DEFINITE,1,0
Heart-pounding,1,0
Haunted,1,0
greatness,1,1
Hans,1,0
happy,16,1
Kept,9,1
so.,1,0
emotions.,1,0
counting.,0,1
Seeing,158,12
handily,1,0
inside,1,0
adrenaline.,1,0
WHY,0,1
Tons,1,0
Tony,4,0
wait.,1,0
proud,10,2
Variety,20,0
Six,2,1
Josh,2,0
Squad,0,1
exist,1,1
negotiations,1,0
floor,1,0
actor,251,39
Whoa,3,0
Possibly,3,0
role,31,3
smell,2,3
roll,5,1
Suspenseful.,1,0
rolling,1,1
Brought,0,1
time,211,78
Empire,1,2
infirmary.,1,0
consumed.,1,0
chain,1,0
whoever,0,1
gut-wrenching,1,0
Films,1,0
Indiana,3,1
chair,1,0
baller,1,0
Kicking,1,0
WEEK,4,0
Film.,1,1
theater.,10,2
minute,3,4
tear,13,3
leave,7,4
team,19,9
Alright.,1,0
Kevin,2,2
spiritual,1,0
Boy,0,1
prediction,0,1
sign,4,0
Failed,1,0
heavyweight,6,0
parachuting,1,0
saw.,0,1
True,8,2
Me,3,2
roles.,1,0
Emma,1,0
Mm,0,1
Mo,2,0
Mr,9,0
alone,10,8
along,1,0
Bow,1,0
My,41,4
we'll.,1,0
ME,6,0
MD,0,1
MA,2,0
brilliant,131,3
MN,4,0
wherever,1,0
MT,17,0
MY,5,2
Packed,4,0
REAL,6,3
love,107,20
prefer,1,0
bloody,3,1
marvelous,2,0
Enough,2,0
fake,0,1
Ecuador,1,0
working,3,0
homesick,1,0
angry,1,2
Resurgence,1,0
wondering,4,1
films,1,2
Inspiration.,1,0
wicked,0,1
Barely,1,0
refrain,0,1
everywhere,1,0
film.,156,9
Pays,1,0
originally,0,1
Pops,1,0
following,2,0
Our,5,1
interstate,1,0
Out,3,0
awesome,130,4
BAD,1,0
offense,0,1
stole,6,0
Happened,0,1
Who,3,1
Why,1,3
spot,3,5
date,100,8
such,115,29
assuming.,0,1
stress,4,0
wheelchair,1,0
Catching,1,0
so,189,114
Bedtime,0,1
Barney,0,1
unacceptable,0,1
damage,1,0
course,5,4
yearn,0,2
thumb,0,1
lackluster,0,1
did.,1,0
dead.,8,4
Sister,1,0
nation,33,0
year.,28,8
Webster,0,1
cried..,1,0
Amazed,1,1
fisherman,2,14
revere,0,1
Live,1,0
Exhilarating,3,0
Learned,0,1
giddy,1,0
container,0,2
Welcome,3,0
boundless,1,0
Joe,1,0
suggesting,1,0
Jon,0,1
THANK,0,1
siege,9,0
million,0,2
possibility,1,0
quite,8,0
alumni-spotting,0,1
training,1,0
Money,1,0
Devastatingly,1,0
massive,2,1
emotion,5,1
saving,1,0
anymore.,2,0
one,8,3
vote,1,1
open,3,2
ripping,1,0
Monday,5,2
Courtesy,7,0
Thoughts,1,0
on.,3,0
proving,2,0
much.,4,0
ridiculous,0,1
boyfriend,5,2
bit.,2,0
Wanted,2,0
iceberg,0,2
Ender,2,0
so-so,0,1
future,7,0
Suggest,1,1
argument,0,1
sad,9,8
say,66,32
buried,1,0
saw,6,4
sat,0,6
aside,0,1
note,11,1
Important,1,0
take,26,10
Half,1,0
wanting,2,1
ironically,1,0
opposite,4,1
knew,0,1
time..,1,0
afternoon.,1,0
Caption,2,0
knee,0,1
knowingly,1,0
armrest,0,2
Chew,1,0
average,0,2
Rubble,0,1
drive,1,0
something.,1,0
not.,1,0
walking,54,1
grilling,3,0
skiff.,1,0
Ethiopia,1,0
bright,2,0
TIMBERS,1,0
slow,4,2
Puffy,1,1
nutshell,1,0
tears,8,0
Leadership,3,0
hockey,0,1
teary,1,5
Thriller,1,0
usual.,2,0
psychiatrist,0,1
Having,2,1
borrow,0,2
punch.,1,0
where,0,1
crazy.,2,0
vision,1,0
Away.,1,1
award.,3,0
keyboard,0,3
job.,14,0
Enjoying,0,1
Worldwide,2,0
enlightening,1,0
That,21,6
alarming,1,0
bootleg,2,0
Tavern,1,0
affecting,4,0
Instructor,1,0
man.,4,2
esp.,2,0
anyway.,0,1
screen,183,8
Boca.,1,0
steroid,0,1
awards,2,1
puerile,0,1
many,67,6
Television.,0,1
Were,1,0
comeback,1,0
Factual,1,0
boat,5,11
west,0,1
vacation,1,0
breath,13,1
acting.,14,1
Princess,2,0
Whenever,1,0
former,4,0
RUN,1,1
Goodrich,1,0
fin,1,0
Cinema,24,3
Ouch,1,0
Commander,1,0
incredibly.,0,1
situation,1,2
endured,1,0
spotlight,2,0
canoe,0,2
DIE,3,0
Oscars.,2,0
edge.,2,0
Looking,5,5
blah,0,1
fame,1,0
Refer,1,0
it..,1,4
rooting,1,0
cost.,1,0
Blood,2,0
IR.,1,0
breakdown,1,0
sickness,6,4
I,156,50
Clear,0,1
Irish.,5,1
awesomeness,5,0
pacing,1,0
hubby,0,4
summer,3,0
being,30,14
Bosom,1,1
rest,6,6
Daniel,1,0
weekly,0,1
around,2,2
Aunt,1,0
darn,1,0
vacuum,1,0
world,27,4
Example,1,0
bravery,1,1
Share,3,0
Yourself,1,0
BONES,3,0
Sharp,1,0
Agreed,2,0
clap,0,5
auditorium,2,0
Brandon,1,0
Seriously,12,3
riveting,20,0
exit,0,1
23rd,0,1
refer,1,0
think.,1,0
waited.,1,0
biased,1,0
power,4,0
dissection,0,1
poise,2,0
leadership,2,0
throwback,1,0
avg.,1,0
Stunned,0,1
industry,3,0
favorite,59,8
He-he.,2,0
side,7,0
minimalistic.,0,1
act,7,3
mean,2,6
STRESSFUL,1,0
No,41,9
Away,0,2
Acting,25,3
apologize,0,1
portrayal,11,1
Unscripted,1,0
recommend.,3,0
ass.,2,2
NO,1,0
NZ,2,0
Mombasa,1,0
bubble,1,0
NW,2,0
complete,4,3
buying,0,1
pull,2,1
rush,3,0
rescuing,1,0
Primal,0,1
ruse,1,0
Close,1,0
agree,19,4
gone,2,3
deferent,0,1
ad,0,1
certain,1,2
am,28,28
Thursday,3,0
How,3,2
as,7,2
impeccable.,1,0
cream,0,1
Real,17,2
go-see,1,0
Chose,0,1
Read,13,4
novice,1,0
tight,1,1
Atlantic,1,0
Class..,0,1
Lady,1,0
Kidnapped,1,0
Gracious,0,1
passerby,1,0
Alex,1,0
vocabulary,0,1
walk.,1,0
seriousness,2,0
inaccuracy,0,1
accent.,0,1
Absorbing,1,0
sobbing,2,0
tricks,1,0
Direct,1,0
having,6,5
Street,1,0
Rush.,1,0
original,1,1
showing.,1,0
hunting,1,0
to,1,0
tail,0,1
chewing,1,2
th,2,0
paying,4,0
Gruesome,1,0
LOOK,2,0
large,1,0
small,1,2
rankings.,1,0
hour.,1,2
Should,2,3
past,13,7
pass,0,3
Join,9,0
trick,0,3
hormonal,0,1
Capt,9,1
section,0,1
nurse,0,1
contrast,2,0
full,11,5
hours,1,1
legend,19,3
YOUTH,2,0
Justine,0,2
brutal,3,0
prior,1,0
Cap.,1,0
social,1,2
action,13,18
pica,0,2
foundation.,2,0
traumatized,1,0
captor,0,1
parties.,0,1
Plates,0,2
gosh,2,0
select,1,0
attendance,1,0
implore,0,1
watch.,8,1
gorgeous,4,1
more,1,0
door,0,1
Ray.,1,0
company,39,0
Found,1,0
Spotlight,6,8
keeping,2,1
science,1,0
EXTRAORDINARY,1,0
mall,3,0
learn,7,3
male,6,1
Your,8,0
beautiful,12,0
accept,1,0
AMAZING,28,6
sense,0,1
huge,6,3
imminent,1,0
glowing,2,0
never.,0,1
plans,0,1
soundtrack,4,1
plane,0,1
Fandango,3,18
authentic,2,0
plank,2,0
docudrama.,1,0
volleyball,4,2
Brennan,2,0
idol.,1,0
paper,1,1
smiling,1,0
ruining,1,0
Anyhow,1,0
it.,46,11
Castaway,2,5
sucker,2,0
Michael,3,1
great.,12,3
BECAUSE,0,1
all.,2,2
nauseous,1,2
Quotes,2,0
Thanks,9,2
found,0,1
shocking,1,0
populist,0,1
operation,3,1
Ross,1,0
Picture,7,2
blacks,1,0
beats.,1,0
research,2,1
Dramatic,4,0
Report,4,1
darling,1,0
Class,4,2
highway,0,2
Drama,3,2
qualify,0,1
conditioning,0,2
imagine,2,3
definition,2,0
w,10,9
testament,1,0
Reluctant,1,0
major,0,1
terrifyingly,1,0
belligerent,1,0
Combs,1,0
number,4,2
events.,1,0
KEEPS,1,0
remember.,1,0
guess,1,9
guest,1,0
jet,0,1
Started,0,2
aver,1,0
hyperventilating,2,0
Currently,1,0
appreciation,1,0
Long,5,0
Skinny,1,1
grace,0,1
Often,0,1
masterclass,2,2
Cancel,1,0
head.,2,0
Click,2,2
Movie,171,30
beforehand,1,0
shaky-cam,1,0
Fool,1,0
Kyoto,1,0
moving..,1,0
freakishly,1,0
also,26,6
unreal.,2,0
Foot,1,0
CLASS,1,1
play,10,6
riveting.,2,1
swiftly,1,0
M,1,2
saved.,1,0
plan,2,2
honey.,1,0
funnier,1,0
offensively,0,1
sometimes,1,0
cover,0,1
Casual,0,1
dragged,0,1
Cloud,2,0
golf,0,1
gold,0,2
Deadly,0,1
Had,21,6
Hay,2,0
session,1,0
Has,4,0
occupation,1,0
impact,1,0
Premiere,2,0
Gym,1,0
writer,3,1
well-crafted,1,0
factor,0,1
alive.,2,0
Holy.,4,2
Code,7,0
weeks.,1,0
cruise.,2,0
frightening,1,0
Help,2,1
cry,43,19
Unheard,1,0
Held,3,0
-Navy,1,0
kill,5,7
Aircrew,1,0
set,3,0
For,7,3
Thor.,1,0
sex,1,0
see,677,168
ad-libbed,0,1
BOY,1,0
sea,22,5
overboard,1,0
authentic.,1,0
Zeitgeist,2,0
negotiator,3,0
movie,1502,696
tho.,1,0
GREATEST,1,0
Sony,7,4
Belgian,1,1
available,2,1
lead-actors,0,1
Upload,4,0
disallow,0,1
dramatization,3,0
incident,2,0
ahoy,3,3
last,156,73
barely,1,0
Nigerian,3,0
let,2,15
whole,52,32
load,0,2
silence.,2,1
adaptation,1,0
church,1,0
Preview,2,1
hitting,0,3
Card,1,0
Care,1,0
sweetheart,1,0
ABSOLUTELY,3,0
great,505,50
Nina.,1,0
Fairfax,0,1
handling,0,1
Old,0,1
Cried,4,2
straight,5,6
budget,0,1
forgetting,0,1
Miss,1,0
heart-pounding,0,2
Market,2,0
hoping,1,3
level.,1,0
Line.,1,0
runner-up.,0,1
Viola,0,1
chasm,1,0
McFadden,0,1
funny,3,4
normal.,1,0
blown.,1,0
virtually,1,0
co-star,1,0
alert,0,1
viewing,7,1
necessity,1,0
recent,3,1
Son,0,2
yet.,3,0
person,8,1
Quality,3,0
Horrible,0,1
Opens,33,0
admission,3,0
recommended,2,0
eager,1,0
Talk,2,1
crying,17,11
Marine,1,0
cam.,0,1
On,13,5
emergency,0,1
Oh,10,1
Of,2,0
couple,5,1
Survivor.,1,0
suffering,1,0
Buzz,20,0
Or,1,0
OK,2,2
d,4,1
OH,3,1
OF,1,0
Highly,31,3
chorus,1,0
continue,3,2
surprise.,0,1
-AMAZING,0,1
FF,2,0
spring,2,0
inspirational.,1,0
Damn,5,5
sight,1,0
DEF,1,0
piracy.,18,1
Frank,0,1
religion,1,0
dating,0,1
be,208,111
bf,2,0
Look,16,7
dreams.,1,0
pal.,0,1
Y'all,1,0
IVE,1,0
anything,9,6
Suspenseful,3,1
nightmares.,0,1
hometown,1,0
disturbingly,1,0
appropriate,0,1
tricks..,0,1
unnerving,1,0
Used,1,1
spending,1,0
specifically,1,0
Uses,1,0
Encore,0,1
suit,2,0
poster,0,13
Steady,1,0
HIGHLY,2,0
link,0,1
Aura,1,0
NEED,2,0
line,11,14
Office,13,4
Jeff,1,0
Daly,1,0
Awesome,30,7
Africa,21,10
up,1,4
um,1,0
doc,10,0
alarm,1,0
Apes,1,0
WALL,1,0
surpassing,1,0
bad-ass,1,0
Splash,1,0
chat,2,0
nautical,1,0
Sierra,2,0
Bullock,2,0
rescue.,0,1
EXCLUSIVE,0,1
preventing,0,1
actors,0,1
freighter,3,0
hell.,1,0
actors.,2,0
ago,1,1
lane,3,1
land,2,1
Gripping,10,2
actor.,19,3
age,4,0
copy.,0,1
walker,0,1
grownup,0,1
hello,1,1
code,1,0
Jim,1,0
enjoyable,1,0
Doubt,0,1
Supporting,3,0
TREASURE,1,0
young,1,1
send,6,1
Glass,1,0
Step,6,0
dislike,1,0
sent,1,0
retire,2,0
unglued.,1,0
waters.,1,0
Following,0,1
crying.,3,1
magic,2,0
marry,2,0
eve,1,0
try,3,0
this,3,0
race,2,1
Patriots,2,0
thespian,1,0
Spending,1,0
shaking.,1,0
video,3,1
odd,0,1
make.,1,0
that.,6,1
business,9,6
sweaty,1,1
Ronny,1,0
Freedom,1,0
punch,1,0
delivering,2,0
everything.,3,0
Gibson,1,0
Feel,2,0
sentimentality,0,1
receive,1,0
multi-talented,1,0
titanic,1,1
popcorn,12,3
opinion,2,1
maker,1,0
Leading,1,0
standing,0,1
Solo,2,1
Sole,1,0
next,71,9
doubt,11,2
Nomination,1,0
babe,3,3
thoroughly.,1,0
sir.,2,0
rubbish,0,1
baby,13,12
Africa.,0,1
customer,1,0
high,10,4
pout,0,1
Mainly,1,0
bent,1,0
lock,2,0
rode,0,1
depiction,11,0
bend,0,1
none.,2,0
TRYING,0,1
Christmas,3,0
class.,1,0
Rosie,1,0
destroying,0,1
witnessed.,1,0
Unashamed,0,1
comedy,1,0
stand,0,1
aspiring,1,0
Ryan,6,0
Q,3,20
demonstrating,1,0
USA.,0,1
counter,2,0
One,2,1
allot,1,0
Laugh,2,0
classy,1,0
enthralled.,0,1
Aye,2,0
move,11,0
outlook,1,0
Wave,1,0
perfect,20,0
earn,3,1
mediocre,2,1
bothering,0,1
Honored,1,0
transparent,0,1
Pointing,0,2
Sam,1,0
Sad,2,0
VIP,3,0
truth,8,1
Saw,134,25
STAR,0,1
doing,12,6
society,1,0
Vermonters,0,1
witness,1,0
Very,40,5
superbly,2,0
hilarious,2,0
Nail-biter,0,1
Trying,3,0
shut,0,2
Grove,1,0
surely,1,0
tho..,1,0
Meet,1,0
scary,6,5
Gripping.,1,0
Point,1,0
replaying,1,0
Jesus,3,1
length,0,1
blown,1,1
Review,33,8
scene,130,16
short.,1,0
reference,2,0
percussion,1,0
Disneyland,1,0
exhilarating,2,0
painful,0,1
stomach,0,1
stars,0,1
HERE,5,0
elite,2,0
later.,0,1
was..,2,0
Hanks..,3,0
Shutdown,1,0
steep,0,1
ITS,1,0
well-acted.,0,1
false,5,0
beggar,1,1
viewer,1,1
intriguingly,4,0
tonight,81,14
gentle,0,1
element,1,0
clearly,2,0
Emotionally,1,0
BIG,1,1
hangover,1,0
persistence,1,0
accuracy,2,0
Thank-you,1,0
HOLY,2,0
courtesy,1,0
random-ass,1,0
Somebody,2,1
thrilling.,1,0
placement,0,1
Prisoners,11,3
face,3,2
Bawled,0,1
fact,8,2
Checked,1,0
Rug,1,0
bring,3,1
luck.,0,1
Independence,1,0
principal,0,1
Whoa.,2,0
pause,2,0
jaw,0,1
buttons,1,0
Strong,2,0
hope,19,6
meant,0,1
insight,1,1
handle,4,0
Applause,4,0
Whether,2,0
lucky,3,1
Keep,4,0
Once,6,3
Rating,1,2
CRAZY,0,1
finest.,0,1
Resolve,1,0
stuff,9,3
guessing,2,0
CRY,1,1
finale.,1,0
edition,1,0
once.,0,1
Pi,1,0
packed,2,0
Pm,1,0
PR,0,1
PT,2,0
Vermont-,1,0
WARNING,0,1
injustice,1,0
PE,1,0
Jackman,5,0
Vastly,1,0
faceless,1,0
Dramatic.,1,0
lawsuit,1,0
unflinching,0,1
drug,0,1
Screens,1,0
etc,3,0
Special,1,0
Inspiring,1,0
co,1,1
Christ,3,0
Her,4,0
cc,3,0
ca,2,0
Hey,12,2
SHAKING,2,0
Meadows,1,0
Director,2,0
Get,121,3
SPLASH,1,0
DAMN,0,3
Faultless,1,0
feather,1,0
waste,0,2
Expand,1,0
Stations,0,1
Slightly,1,0
movies-to-see,0,1
Pulling,0,1
Battle,1,0
ultra,1,0
insanely,4,1
lush,1,0
surprisingly,6,0
sad.,0,1
hardware,1,0
ransom,3,1
tattoo,1,0
terrorist,1,0
digging,0,1
terrorism,1,0
RUDE,1,0
Medical,1,0
drink,1,1
v.,2,0
core.,1,0
pleasantly,1,0
seats..,1,0
off,1,1
re-cut,1,0
piracy,37,2
command,4,0
Need,9,1
Up,2,3
Unbelievable,3,4
Hijacking,5,1
wee,1,3
realize,1,0
wet,0,3
Pirate.,0,1
wimpy,0,1
Unfortunately,1,0
government,3,0
checking,3,5
Shipping,1,0
Dinner,7,4
five,1,0
moment.,1,1
fantail,1,0
Thrillers,1,0
tick,1,0
though..,1,0
Seating,1,0
call.,1,0
Pirates,16,5
Warning,2,1
become,1,1
footage,2,0
Actor,31,2
immortal,1,0
DOWN,2,1
Mother.,1,0
recognition,1,0
Upcoming,1,0
literally,14,6
Montana,1,0
hearted.,2,0
blowing,4,0
schedule,1,0
performances.,7,0
disappointed-,2,0
pressure,2,2
vs.,2,0
hiding,0,1
sister,3,0
documentary,2,3
swimming,0,1
STOP,2,0
commitment,1,0
WHILE,1,0
nomination.,0,1
fine-bodied,1,0
Easiest,1,0
Essay,1,0
Well,67,12
life..,1,0
Must-see,4,1
count,2,0
official,1,1
excitement,1,1
convince,1,0
blistering.,1,0
nominations,1,0
CIA,1,1
Executive,1,0
Castaway.,1,1
ASAP,14,0
West,7,0
hanks..,1,0
nonetheless,1,0
deadly,1,0
lately,4,0
Understand,1,0
again.,14,4
in.,52,1
U,9,3
epilogue,1,0
inspiration,1,1
stunt,0,1
rule,0,1
Philly,1,0
magnetic,2,0
controversial,1,0
NYC,1,1
Vinci,7,0
Watch,18,7
daze,2,0
regal,0,2
worth,62,15
ale,1,0
Military,1,0
relentlessly,0,3
ending.,3,0
triumph,2,0
Take,13,7
chew,1,0
okay.,1,0
seas.,1,0
equal.,3,0
others.,1,0
Generating,20,0
Game,3,9
CAMERA,1,0
toll,1,0
officially,9,0
told,1,1
